4.7123889804, 0.0000000000
4.7147352656, 0.0025577096
4.7170815508, 0.0051143851
4.7194278361, 0.0076700316
4.7217741213, 0.0102246545
4.7241204065, 0.0127782590
4.7264666917, 0.0153308502
4.7288129770, 0.0178824335
4.7311592622, 0.0204330138
4.7335055474, 0.0229825963
4.7358518326, 0.0255311861
4.7381981178, 0.0280787881
4.7405444031, 0.0306254073
4.7428906883, 0.0331710488
4.7452369735, 0.0357157176
4.7475832587, 0.0382594184
4.7499295440, 0.0408021563
4.7522758292, 0.0433439362
4.7546221144, 0.0458847628
4.7569683996, 0.0484246411
4.7593146849, 0.0509635758
4.7616609701, 0.0535015717
4.7640072553, 0.0560386335
4.7663535405, 0.0585747661
4.7686998258, 0.0611099741
4.7710461110, 0.0636442621
4.7733923962, 0.0661776349
4.7757386814, 0.0687100971
4.7780849667, 0.0712416533
4.7804312519, 0.0737723081
4.7827775371, 0.0763020659
4.7851238223, 0.0788309315
4.7874701076, 0.0813589092
4.7898163928, 0.0838860035
4.7921626780, 0.0864122190
4.7945089632, 0.0889375600
4.7968552485, 0.0914620309
4.7992015337, 0.0939856362
4.8015478189, 0.0965083802
4.8038941041, 0.0990302672
4.8062403893, 0.1015513015
4.8085866746, 0.1040714874
4.8109329598, 0.1065908292
4.8132792450, 0.1091093311
4.8156255302, 0.1116269973
4.8179718155, 0.1141438319
4.8203181007, 0.1166598393
4.8226643859, 0.1191750234
4.8250106711, 0.1216893954
4.8273569564, 0.1242029836
4.8297032416, 0.1267157931
4.8320495268, 0.1292278271
4.8343958120, 0.1317390885
4.8367420973, 0.1342495804
4.8390883825, 0.1367593060
4.8414346677, 0.1392682682
4.8437809529, 0.1417764702
4.8461272382, 0.1442839149
4.8484735234, 0.1467906054
4.8508198086, 0.1492965448
4.8531660938, 0.1518017359
4.8555123791, 0.1543061820
4.8578586643, 0.1568098859
4.8602049495, 0.1593128506
4.8625512347, 0.1618150792
4.8648975199, 0.1643165747
4.8672438052, 0.1668173399
4.8695900904, 0.1693173779
4.8719363756, 0.1718166917
4.8742826608, 0.1743152842
4.8766289461, 0.1768131583
4.8789752313, 0.1793103169
4.8813215165, 0.1818067631
4.8836678017, 0.1843024998
4.8860140870, 0.1867975297
4.8883603722, 0.1892918560
4.8907066574, 0.1917854814
4.8930529426, 0.1942784089
4.8953992279, 0.1967706414
4.8977455131, 0.1992621816
4.9000917983, 0.2017530326
4.9024380835, 0.2042431972
4.9047843688, 0.2067326782
4.9071306540, 0.2092214786
4.9094769392, 0.2117096010
4.9118232244, 0.2141970484
4.9141695097, 0.2166838237
4.9165157949, 0.2191699295
4.9188620801, 0.2216553689
4.9212083653, 0.2241401444
4.9235546505, 0.2266242590
4.9259009358, 0.2291077155
4.9282472210, 0.2315905167
4.9305935062, 0.2340726652
4.9329397914, 0.2365541639
4.9352860767, 0.2390350156
4.9376323619, 0.2415152230
4.9399786471, 0.2439947889
4.9423249323, 0.2464737160
4.9446712176, 0.2489520071
4.9470175028, 0.2514296648
4.9493637880, 0.2539066919
4.9517100732, 0.2563830911
4.9540563585, 0.2588588652
4.9564026437, 0.2613340168
4.9587489289, 0.2638085486
4.9610952141, 0.2662824633
4.9634414994, 0.2687557636
4.9657877846, 0.2712284521
4.9681340698, 0.2737005316
4.9704803550, 0.2761720046
4.9728266403, 0.2786428738
4.9751729255, 0.2811131419
4.9775192107, 0.2835828115
4.9798654959, 0.2860518853
4.9822117811, 0.2885203657
4.9845580664, 0.2909882556
4.9869043516, 0.2934555574
4.9892506368, 0.2959222737
4.9915969220, 0.2983884073
4.9939432073, 0.3008539605
4.9962894925, 0.3033189361
4.9986357777, 0.3057833366
5.0009820629, 0.3082471645
5.0033283482, 0.3107104224
5.0056746334, 0.3131731129
5.0080209186, 0.3156352384
5.0103672038, 0.3180968016
5.0127134891, 0.3205578050
5.0150597743, 0.3230182510
5.0174060595, 0.3254781421
5.0197523447, 0.3279374810
5.0220986300, 0.3303962701
5.0244449152, 0.3328545118
5.0267912004, 0.3353122087
5.0291374856, 0.3377693632
5.0314837709, 0.3402259778
5.0338300561, 0.3426820550
5.0361763413, 0.3451375971
5.0385226265, 0.3475926068
5.0408689117, 0.3500470863
5.0432151970, 0.3525010382
5.0455614822, 0.3549544648
5.0479077674, 0.3574073686
5.0502540526, 0.3598597519
5.0526003379, 0.3623116173
5.0549466231, 0.3647629670
5.0572929083, 0.3672138035
5.0596391935, 0.3696641291
5.0619854788, 0.3721139463
5.0643317640, 0.3745632573
5.0666780492, 0.3770120646
5.0690243344, 0.3794603705
5.0713706197, 0.3819081773
5.0737169049, 0.3843554874
5.0760631901, 0.3868023031
5.0784094753, 0.3892486267
5.0807557606, 0.3916944606
5.0831020458, 0.3941398071
5.0854483310, 0.3965846684
5.0877946162, 0.3990290468
5.0901409015, 0.4014729447
5.0924871867, 0.4039163643
5.0948334719, 0.4063593078
5.0971797571, 0.4088017777
5.0995260424, 0.4112437760
5.1018723276, 0.4136853051
5.1042186128, 0.4161263672
5.1065648980, 0.4185669646
5.1089111832, 0.4210070994
5.1112574685, 0.4234467738
5.1136037537, 0.4258859902
5.1159500389, 0.4283247507
5.1182963241, 0.4307630575
5.1206426094, 0.4332009128
5.1229888946, 0.4356383188
5.1253351798, 0.4380752776
5.1276814650, 0.4405117915
5.1300277503, 0.4429478626
5.1323740355, 0.4453834930
5.1347203207, 0.4478186849
5.1370666059, 0.4502534405
5.1394128912, 0.4526877618
5.1417591764, 0.4551216510
5.1441054616, 0.4575551102
5.1464517468, 0.4599881416
5.1487980321, 0.4624207472
5.1511443173, 0.4648529291
5.1534906025, 0.4672846895
5.1558368877, 0.4697160304
5.1581831730, 0.4721469538
5.1605294582, 0.4745774619
5.1628757434, 0.4770075567
5.1652220286, 0.4794372403
5.1675683138, 0.4818665147
5.1699145991, 0.4842953819
5.1722608843, 0.4867238441
5.1746071695, 0.4891519031
5.1769534547, 0.4915795611
5.1792997400, 0.4940068200
5.1816460252, 0.4964336818
5.1839923104, 0.4988601486
5.1863385956, 0.5012862223
5.1886848809, 0.5037119049
