x,t
1.748473989385310068e+00,-9.389030153594577044e+00
1.754763464167271803e+00,-9.450134069331436848e+00
1.761052938949233315e+00,-9.516722037195641803e+00
1.767342413731194828e+00,-9.589739928952308645e+00
1.773631888513156341e+00,-9.670395988867626968e+00
1.779921363295117853e+00,-9.760267984548470110e+00
1.786210838077079366e+00,-9.861471465341805853e+00
1.792500312859041101e+00,-9.976936508240344281e+00
1.798789787641002613e+00,-1.011088978360729662e+01
1.805079262422964126e+00,-1.026975797881053509e+01
1.811368737204925639e+00,-1.046403307936895999e+01
1.817658211986887151e+00,-1.071268267578439648e+01
1.823947686768848664e+00,-1.105597321168657743e+01
1.830237161550810177e+00,-1.160944650653327770e+01
1.836526636332771911e+00,-1.320759047903450423e+01
1.842816111114733424e+00,-1.361629922446110186e+01
1.849105585896694937e+00,-1.245937770406121814e+01
1.855395060678656449e+00,-1.194201763827408769e+01
1.861684535460617962e+00,-1.159798952083727386e+01
1.867974010242579475e+00,-1.133740330911979477e+01
1.874263485024541209e+00,-1.112627858457756957e+01
1.880552959806502722e+00,-1.094796107881156999e+01
1.886842434588464235e+00,-1.079301404270029607e+01
1.893131909370425747e+00,-1.065556202889521487e+01
1.899421384152387260e+00,-1.053169479652690299e+01
1.905710858934348773e+00,-1.041867702479208013e+01
1.912000333716310507e+00,-1.031451965976792451e+01
1.918289808498272020e+00,-1.021773069217238472e+01
1.924579283280233533e+00,-1.012716208911771965e+01
1.930868758062195045e+00,-1.004191150366752616e+01
1.937158232844156558e+00,-9.961256787211496544e+00
1.943447707626118071e+00,-9.884610978519994262e+00
1.949737182408079583e+00,-9.811490532586784497e+00
1.956026657190041318e+00,-9.741492372347584805e+00
1.962316131972002831e+00,-9.674276975976075832e+00
1.968605606753964343e+00,-9.609555688963233422e+00
1.974895081535925856e+00,-9.547081054146454804e+00
1.981184556317887369e+00,-9.486639336960951852e+00
1.987474031099848881e+00,-9.428044673592344438e+00
1.993763505881810616e+00,-9.371134436608977936e+00
2.000052980663772129e+00,-9.315765526132373964e+00
2.006342455445733641e+00,-9.261811373166034755e+00
2.012631930227695154e+00,-9.209159496990285021e+00
2.018921405009656667e+00,-9.157709498026180839e+00
2.025210879791618179e+00,-9.107371396175826916e+00
2.031500354573579692e+00,-9.058064245626781030e+00
2.037789829355541205e+00,-9.009714972677354439e+00
2.044079304137502717e+00,-8.962257394819079792e+00
2.050368778919464230e+00,-8.915631388162642779e+00
2.056658253701426187e+00,-8.869782177062941031e+00
2.062947728483387699e+00,-8.824659725022215184e+00
2.069237203265349212e+00,-8.780218210013796210e+00
2.075526678047310725e+00,-8.736415570554692422e+00
2.081816152829272237e+00,-8.693213111371017376e+00
2.088105627611233750e+00,-8.650575159500299094e+00
2.094395102393195263e+00,-8.608468763275256563e+00
2.100684577175156775e+00,-8.566863427922088547e+00
2.106974051957118288e+00,-8.525730882549709122e+00
2.113263526739079801e+00,-8.485044874155676098e+00
2.119553001521041313e+00,-8.444780984969780135e+00
2.125842476303002826e+00,-8.404916470027865572e+00
2.132131951084964339e+00,-8.365430112340849433e+00
2.138421425866926295e+00,-8.326302093415929306e+00
2.144710900648887808e+00,-8.287513877213717350e+00
2.151000375430849321e+00,-8.249048105898529215e+00
